tract_fips,equity_dimension,group_rows,primary_suppressed_cells,complementary_suppressed_cells,total_suppressed_cells,status,rule
25005653304,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005654100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005654100,primary_language,7,3,0,3,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005654100,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005654200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005654200,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005654200,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655100,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655100,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655200,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655200,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655300,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655300,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655300,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655400,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655400,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005655400,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005985500,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005985500,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005985500,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005985600,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005985600,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25005985600,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200100,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200100,race_ethnicity,9,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200200,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200200,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200300,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200300,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200300,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200400,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200400,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25007200400,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009201100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009201100,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009201100,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202101,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202101,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202101,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202103,disability_status,3,2,0,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202103,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202103,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202104,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202104,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202104,race_ethnicity,9,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202200,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009202200,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203100,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203100,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203100,race_ethnicity,9,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203200,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203200,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203301,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203301,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203301,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25009203302,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
